age,workclass,education,gender,hours-per-week,occupation,income
39, Federal-gov, HS-grad, Male,40, Craft-repair, <=50K
43, Federal-gov, Assoc-voc, Male,40, Craft-repair, <=50K
33, Self-emp-not-inc, Some-college, Male,70, Farming-fishing, <=50K
68, State-gov, Bachelors, Male,20, Exec-managerial, <=50K
30, ?, Masters, Male,46, ?, >50K
32, Private, Bachelors, Male,40, Adm-clerical, <=50K
25, Private, Some-college, Male,40, Adm-clerical, <=50K
53, Private, 5th-6th, Female,24, Other-service, <=50K
38, Private, Assoc-voc, Male,55, Exec-managerial, >50K
62, ?, HS-grad, Male,40, ?, <=50K
20, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
26, Private, HS-grad, Male,40, Craft-repair, <=50K
23, Private, HS-grad, Male,40, Transport-moving, <=50K
43, State-gov, HS-grad, Female,40, Tech-support, <=50K
29, State-gov, Some-college, Male,36, Protective-serv, <=50K
34, Private, 10th, Female,36, Other-service, <=50K
24, Private, Some-college, Male,35, Sales, <=50K
44, Local-gov, Masters, Male,35, Prof-specialty, >50K
19, Private, Some-college, Male,40, Adm-clerical, <=50K
47, Private, Bachelors, Male,40, Adm-clerical, >50K
40, Private, Some-college, Female,48, Other-service, <=50K
45, Private, HS-grad, Female,45, Sales, <=50K
43, Private, HS-grad, Female,45, Handlers-cleaners, <=50K
22, ?, 9th, Male,30, ?, <=50K
50, Private, Doctorate, Male,50, Prof-specialty, >50K
72, ?, Some-college, Male,3, ?, <=50K
29, Private, Bachelors, Male,40, Prof-specialty, <=50K
47, Private, Bachelors, Male,50, Exec-managerial, <=50K
24, Private, HS-grad, Male,35, Sales, <=50K
22, ?, Some-college, Male,15, ?, <=50K
21, Private, HS-grad, Female,40, Adm-clerical, <=50K
30, Self-emp-not-inc, HS-grad, Male,50, Exec-managerial, >50K
37, Private, Some-college, Female,40, Other-service, <=50K
74, Self-emp-not-inc, Prof-school, Male,40, Prof-specialty, <=50K
70, Self-emp-not-inc, Some-college, Male,70, Farming-fishing, <=50K
27, Private, Assoc-voc, Male,40, Craft-repair, <=50K
32, Local-gov, Bachelors, Female,46, Adm-clerical, <=50K
30, Private, 11th, Male,50, Handlers-cleaners, <=50K
29, Local-gov, Assoc-voc, Male,56, Protective-serv, <=50K
18, Private, 11th, Male,40, Handlers-cleaners, <=50K
31, Private, HS-grad, Male,40, Craft-repair, >50K
39, State-gov, Some-college, Male,70, Protective-serv, <=50K
21, Private, Some-college, Female,30, Other-service, <=50K
31, Private, HS-grad, Male,38, Transport-moving, <=50K
33, Local-gov, Some-college, Male,40, Protective-serv, <=50K
39, Private, Prof-school, Male,70, Prof-specialty, >50K
29, Private, HS-grad, Male,40, Craft-repair, <=50K
34, Private, Some-college, Male,40, Tech-support, <=50K
52, State-gov, Bachelors, Female,55, Exec-managerial, <=50K
35, Private, HS-grad, Male,25, Sales, <=50K
33, Private, 10th, Male,40, Craft-repair, <=50K
40, ?, 9th, Female,5, ?, <=50K
43, Private, Bachelors, Male,50, Exec-managerial, >50K
66, ?, 1st-4th, Male,30, ?, <=50K
51, Local-gov, Bachelors, Male,40, Exec-managerial, >50K
36, Private, HS-grad, Female,30, Other-service, <=50K
17, Local-gov, 11th, Female,40, Prof-specialty, <=50K
32, Private, HS-grad, Male,40, Craft-repair, <=50K
39, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
19, Self-emp-inc, Some-college, Male,60, Farming-fishing, <=50K
54, Private, 11th, Male,40, Adm-clerical, >50K
45, Private, Bachelors, Male,50, Prof-specialty, >50K
47, Local-gov, Bachelors, Female,40, Prof-specialty, <=50K
49, Self-emp-not-inc, HS-grad, Male,98, Farming-fishing, <=50K
32, Private, HS-grad, Female,40, Adm-clerical, <=50K
28, Self-emp-inc, HS-grad, Male,50, Craft-repair, <=50K
39, Self-emp-inc, Bachelors, Male,40, Sales, <=50K
27, Self-emp-inc, HS-grad, Male,50, Sales, <=50K
42, Local-gov, Masters, Female,38, Prof-specialty, >50K
24, Private, Bachelors, Male,44, Prof-specialty, <=50K
45, Private, Bachelors, Male,45, Craft-repair, >50K
19, Private, HS-grad, Male,30, Other-service, <=50K
46, Private, 10th, Male,40, Transport-moving, >50K
50, Private, HS-grad, Male,40, Transport-moving, <=50K
32, Private, HS-grad, Female,42, Adm-clerical, <=50K
47, Self-emp-inc, Prof-school, Male,50, Prof-specialty, >50K
69, ?, Bachelors, Male,10, ?, >50K
43, Self-emp-not-inc, HS-grad, Male,50, Farming-fishing, <=50K
29, Private, Bachelors, Male,40, Craft-repair, <=50K
43, Federal-gov, Prof-school, Male,55, Prof-specialty, >50K
90, Private, Bachelors, Female,10, Prof-specialty, <=50K
41, Private, Prof-school, Female,50, Exec-managerial, >50K
24, Private, Preschool, Male,36, Farming-fishing, <=50K
24, Private, Some-college, Male,50, Farming-fishing, <=50K
24, Private, Some-college, Female,53, Other-service, <=50K
35, Private, HS-grad, Female,42, Adm-clerical, >50K
30, Private, Bachelors, Male,40, Adm-clerical, <=50K
46, Private, Bachelors, Female,40, Exec-managerial, <=50K
19, Local-gov, Some-college, Female,30, Adm-clerical, <=50K
39, Private, 9th, Male,35, Craft-repair, <=50K
43, Private, HS-grad, Male,40, Transport-moving, <=50K
35, Private, HS-grad, Female,40, Adm-clerical, <=50K
65, Private, HS-grad, Female,24, Sales, <=50K
34, Private, HS-grad, Male,40, Craft-repair, <=50K
41, Private, Assoc-voc, Male,40, Sales, <=50K
24, Self-emp-not-inc, Some-college, Male,60, Farming-fishing, <=50K
24, Private, HS-grad, Male,35, Other-service, <=50K
34, Self-emp-inc, Masters, Female,45, Exec-managerial, >50K
33, Private, HS-grad, Male,40, Sales, >50K
37, Private, HS-grad, Male,38, Machine-op-inspct, <=50K
39, Self-emp-not-inc, HS-grad, Male,60, Transport-moving, >50K
58, Private, HS-grad, Female,25, Other-service, <=50K
36, Self-emp-not-inc, HS-grad, Male,35, Craft-repair, <=50K
33, Federal-gov, Some-college, Female,40, Tech-support, <=50K
42, Local-gov, Masters, Male,55, Prof-specialty, <=50K
31, Private, Some-college, Male,40, Protective-serv, <=50K
57, Private, HS-grad, Male,40, Craft-repair, <=50K
67, Federal-gov, HS-grad, Male,40, Tech-support, >50K
23, Private, HS-grad, Male,40, Craft-repair, <=50K
35, Private, Some-college, Male,40, Prof-specialty, <=50K
43, Private, Bachelors, Male,55, Prof-specialty, >50K
39, Self-emp-not-inc, Some-college, Male,60, Farming-fishing, <=50K
36, Private, HS-grad, Male,40, Craft-repair, <=50K
29, Local-gov, Assoc-acdm, Female,13, Other-service, <=50K
25, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
54, Private, 10th, Male,45, Transport-moving, >50K
24, Private, HS-grad, Male,44, Craft-repair, <=50K
50, Self-emp-inc, Bachelors, Male,60, Sales, >50K
70, Private, 10th, Male,50, Machine-op-inspct, <=50K
61, Private, Bachelors, Male,48, Sales, >50K
51, Federal-gov, Bachelors, Male,40, Exec-managerial, <=50K
38, Self-emp-not-inc, Masters, Male,70, Farming-fishing, <=50K
51, Private, HS-grad, Female,40, Prof-specialty, >50K
28, Private, HS-grad, Male,40, Other-service, <=50K
66, Self-emp-not-inc, Prof-school, Male,25, Prof-specialty, >50K
57, Self-emp-inc, HS-grad, Male,60, Farming-fishing, >50K
44, Self-emp-inc, Bachelors, Male,50, Sales, >50K
29, Private, Some-college, Female,40, Adm-clerical, <=50K
21, Private, Some-college, Female,40, Sales, <=50K
42, Private, 10th, Male,43, Craft-repair, >50K
74, Private, Prof-school, Male,50, Prof-specialty, >50K
50, Private, Some-college, Female,40, Sales, <=50K
65, Private, HS-grad, Female,14, Other-service, <=50K
64, ?, HS-grad, Female,38, ?, <=50K
44, Private, 11th, Female,30, Other-service, <=50K
34, Private, Assoc-voc, Male,50, Prof-specialty, >50K
17, Private, 10th, Male,10, Other-service, <=50K
17, ?, 10th, Female,40, ?, <=50K
43, Private, Some-college, Male,60, Transport-moving, <=50K
32, Private, Assoc-acdm, Female,40, Adm-clerical, <=50K
54, Private, Bachelors, Male,40, Sales, >50K
20, Private, Some-college, Female,20, Adm-clerical, <=50K
23, Private, Some-college, Male,10, Prof-specialty, <=50K
34, Private, HS-grad, Male,45, Other-service, <=50K
30, Private, Some-college, Male,20, Sales, <=50K
32, Private, 7th-8th, Male,40, Machine-op-inspct, <=50K
40, Private, Bachelors, Male,60, Prof-specialty, >50K
28, Private, Some-college, Male,40, Craft-repair, <=50K
44, Private, HS-grad, Male,45, Craft-repair, >50K
29, Local-gov, Assoc-voc, Female,35, Tech-support, >50K
28, Private, Doctorate, Male,50, Prof-specialty, <=50K
37, Private, Some-college, Male,40, Exec-managerial, <=50K
56, Self-emp-inc, Some-college, Male,40, Craft-repair, <=50K
27, Private, Bachelors, Male,40, Prof-specialty, <=50K
34, Private, HS-grad, Female,20, Machine-op-inspct, <=50K
37, Private, HS-grad, Male,40, Craft-repair, <=50K
66, Self-emp-not-inc, Bachelors, Male,40, Sales, >50K
19, Private, HS-grad, Male,30, Prof-specialty, <=50K
60, Private, Assoc-voc, Female,40, Prof-specialty, <=50K
54, Self-emp-not-inc, Some-college, Male,30, Transport-moving, <=50K
47, Private, HS-grad, Male,40, Craft-repair, >50K
47, Private, Some-college, Male,48, Prof-specialty, >50K
48, Self-emp-inc, Assoc-voc, Male,60, Craft-repair, <=50K
57, ?, HS-grad, Male,60, ?, <=50K
50, Self-emp-inc, Some-college, Male,50, Exec-managerial, >50K
62, Private, 9th, Female,25, Other-service, <=50K
45, Private, Some-college, Male,40, Other-service, <=50K
55, Local-gov, HS-grad, Male,40, Handlers-cleaners, <=50K
62, Private, HS-grad, Female,32, Sales, <=50K
25, Private, 10th, Male,40, Machine-op-inspct, <=50K
49, Private, 11th, Female,38, Exec-managerial, <=50K
32, State-gov, Some-college, Female,40, Protective-serv, <=50K
25, Federal-gov, HS-grad, Male,40, Handlers-cleaners, <=50K
39, Private, Some-college, Male,50, Machine-op-inspct, <=50K
27, Local-gov, Some-college, Male,50, Exec-managerial, <=50K
43, Private, HS-grad, Male,40, Other-service, >50K
30, Private, HS-grad, Female,40, Other-service, <=50K
21, Private, Some-college, Female,20, Sales, <=50K
33, Private, Prof-school, Female,40, Exec-managerial, >50K
33, Private, Some-college, Male,50, Adm-clerical, <=50K
33, Private, 11th, Female,38, Adm-clerical, <=50K
70, Private, 7th-8th, Female,35, Other-service, <=50K
25, Private, Some-college, Male,42, Other-service, <=50K
17, Private, 11th, Male,25, Other-service, <=50K
20, Private, Some-college, Male,40, Farming-fishing, <=50K
19, Private, Some-college, Male,35, Other-service, <=50K
71, Federal-gov, Some-college, Male,40, Exec-managerial, >50K
31, Private, Assoc-acdm, Male,40, Exec-managerial, <=50K
26, Private, Bachelors, Male,55, Sales, <=50K
52, Private, Masters, Male,40, Exec-managerial, <=50K
26, Private, Bachelors, Female,40, Exec-managerial, <=50K
38, Private, HS-grad, Male,45, Machine-op-inspct, <=50K
25, Private, Some-college, Male,40, Other-service, <=50K
22, Private, Bachelors, Female,9, Prof-specialty, <=50K
48, State-gov, Some-college, Male,40, Protective-serv, >50K
53, Private, HS-grad, Male,40, Craft-repair, >50K
30, Self-emp-not-inc, Assoc-acdm, Male,50, Craft-repair, <=50K
44, Private, Some-college, Male,60, Craft-repair, >50K
32, Federal-gov, Bachelors, Male,56, Prof-specialty, >50K
59, Self-emp-not-inc, 11th, Male,20, Craft-repair, <=50K
49, Private, Some-college, Female,40, Handlers-cleaners, <=50K
65, ?, HS-grad, Male,40, ?, <=50K
31, Private, HS-grad, Male,50, Craft-repair, >50K
53, Private, 5th-6th, Male,40, Craft-repair, >50K
44, Private, 9th, Male,40, Machine-op-inspct, <=50K
36, Private, Bachelors, Male,55, Prof-specialty, >50K
36, Private, HS-grad, Female,40, Sales, <=50K
37, Private, 9th, Male,50, Machine-op-inspct, >50K
63, ?, Bachelors, Male,54, ?, >50K
67, Self-emp-inc, HS-grad, Female,30, Prof-specialty, >50K
29, Private, Bachelors, Male,40, Sales, <=50K
52, Private, HS-grad, Male,40, Sales, <=50K
37, Private, HS-grad, Male,40, Craft-repair, <=50K
21, Private, Some-college, Female,40, Other-service, <=50K
36, Private, Some-college, Female,38, Exec-managerial, <=50K
24, Private, HS-grad, Female,30, Machine-op-inspct, <=50K
31, Private, HS-grad, Male,40, Exec-managerial, <=50K
54, Federal-gov, HS-grad, Female,35, Adm-clerical, <=50K
44, Private, Bachelors, Male,40, Tech-support, <=50K
18, Private, Some-college, Male,30, Handlers-cleaners, <=50K
41, Private, HS-grad, Female,40, Transport-moving, <=50K
37, Self-emp-inc, Masters, Female,70, Exec-managerial, <=50K
30, Private, HS-grad, Male,40, Other-service, <=50K
26, State-gov, Bachelors, Male,20, Prof-specialty, <=50K
68, Self-emp-not-inc, Doctorate, Male,50, Prof-specialty, <=50K
31, Private, Some-college, Male,40, Sales, <=50K
48, Private, HS-grad, Male,40, Craft-repair, <=50K
80, ?, HS-grad, Male,8, ?, <=50K
26, Private, Some-college, Male,40, Machine-op-inspct, <=50K
63, Private, 9th, Male,40, Transport-moving, <=50K
19, Private, Some-college, Male,20, Machine-op-inspct, <=50K
30, ?, Some-college, Female,30, ?, <=50K
42, Self-emp-inc, HS-grad, Male,60, Sales, <=50K
64, Federal-gov, Assoc-acdm, Male,40, Other-service, >50K
32, Private, Bachelors, Male,40, Transport-moving, <=50K
50, Private, HS-grad, Male,47, Craft-repair, <=50K
73, Private, HS-grad, Male,40, Farming-fishing, <=50K
32, Private, Bachelors, Female,40, Prof-specialty, <=50K
53, Private, Some-college, Male,45, Transport-moving, >50K
58, Private, Bachelors, Male,40, Sales, <=50K
37, Local-gov, Some-college, Male,40, Craft-repair, >50K
24, Private, Some-college, Male,15, Craft-repair, <=50K
53, Private, Bachelors, Male,50, Exec-managerial, >50K
23, Private, Some-college, Female,40, Exec-managerial, <=50K
42, ?, Assoc-acdm, Female,40, ?, <=50K
30, Private, HS-grad, Female,40, Exec-managerial, <=50K
38, Private, Bachelors, Female,35, Other-service, <=50K
28, Private, HS-grad, Male,40, Craft-repair, <=50K
19, Private, 12th, Female,20, Other-service, <=50K
45, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
26, Private, Bachelors, Male,40, Adm-clerical, <=50K
33, Private, 9th, Female,40, Sales, <=50K
29, Private, HS-grad, Male,50, Farming-fishing, <=50K
54, Private, Masters, Female,55, Exec-managerial, >50K
23, Private, Some-college, Female,50, Exec-managerial, <=50K
43, Self-emp-inc, HS-grad, Male,55, Sales, >50K
37, Private, 9th, Female,30, Priv-house-serv, <=50K
31, Private, 7th-8th, Male,40, Other-service, <=50K
56, Self-emp-inc, 12th, Male,40, Exec-managerial, <=50K
25, Private, 11th, Male,40, Craft-repair, <=50K
17, Private, 11th, Female,25, Other-service, <=50K
37, Private, HS-grad, Female,68, Adm-clerical, <=50K
60, Private, Assoc-voc, Male,40, Tech-support, <=50K
59, Federal-gov, Bachelors, Female,40, Exec-managerial, <=50K
59, Federal-gov, HS-grad, Male,40, Craft-repair, >50K
46, Self-emp-not-inc, Prof-school, Male,40, Prof-specialty, >50K
28, ?, HS-grad, Male,16, ?, <=50K
33, ?, HS-grad, Male,40, ?, <=50K
24, Private, HS-grad, Male,50, Craft-repair, <=50K
29, Private, HS-grad, Female,40, Other-service, >50K
33, Self-emp-not-inc, Assoc-voc, Female,99, Other-service, <=50K
29, ?, HS-grad, Male,40, ?, <=50K
23, State-gov, Some-college, Male,40, Protective-serv, <=50K
20, Private, Some-college, Male,25, Adm-clerical, <=50K
60, Private, HS-grad, Female,44, Other-service, <=50K
44, Private, 10th, Female,35, Sales, <=50K
18, Private, HS-grad, Male,25, Transport-moving, <=50K
52, Federal-gov, 12th, Female,40, Other-service, <=50K
31, Private, HS-grad, Male,45, Craft-repair, <=50K
30, Private, Bachelors, Female,55, Prof-specialty, >50K
33, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
20, Private, Some-college, Female,32, Other-service, <=50K
27, ?, Bachelors, Female,35, ?, >50K
33, Private, Assoc-voc, Female,50, Adm-clerical, <=50K
25, Private, HS-grad, Female,35, Other-service, <=50K
63, Private, HS-grad, Female,20, Craft-repair, <=50K
63, Self-emp-not-inc, Some-college, Male,35, Exec-managerial, <=50K
43, Private, HS-grad, Female,30, Sales, <=50K
58, Private, 11th, Female,40, Machine-op-inspct, <=50K
70, ?, Assoc-voc, Female,35, ?, <=50K
35, Private, Assoc-voc, Female,40, Adm-clerical, >50K
42, Private, Some-college, Male,55, Exec-managerial, >50K
20, Local-gov, Some-college, Male,25, Protective-serv, <=50K
35, Private, HS-grad, Male,40, Craft-repair, <=50K
62, Private, 9th, Male,40, Exec-managerial, <=50K
41, Private, HS-grad, Female,50, Craft-repair, <=50K
43, Self-emp-not-inc, Bachelors, Female,35, Prof-specialty, <=50K
19, Private, 12th, Male,40, Machine-op-inspct, <=50K
46, Private, HS-grad, Female,40, Adm-clerical, <=50K
47, Private, Bachelors, Male,50, Prof-specialty, >50K
36, Self-emp-not-inc, Bachelors, Male,40, Exec-managerial, >50K
45, Private, Assoc-acdm, Female,40, Adm-clerical, <=50K
48, Private, 10th, Male,30, Craft-repair, <=50K
29, Private, Assoc-acdm, Female,40, Adm-clerical, <=50K
48, State-gov, Bachelors, Male,40, Exec-managerial, >50K
36, Private, HS-grad, Female,25, Sales, <=50K
58, Private, 11th, Male,40, Craft-repair, <=50K
43, Private, HS-grad, Female,40, Adm-clerical, <=50K
59, Private, Bachelors, Male,4, Craft-repair, <=50K
42, Private, Bachelors, Male,40, Exec-managerial, <=50K
33, Federal-gov, Assoc-voc, Male,40, Tech-support, >50K
23, Federal-gov, Some-college, Male,40, Armed-Forces, <=50K
21, Private, Some-college, Male,25, Handlers-cleaners, <=50K
48, Private, 5th-6th, Female,40, Machine-op-inspct, <=50K
32, Local-gov, HS-grad, Male,40, Craft-repair, <=50K
31, Private, Some-college, Male,50, Adm-clerical, >50K
66, Local-gov, Masters, Female,40, Prof-specialty, <=50K
23, Local-gov, Bachelors, Male,32, Adm-clerical, <=50K
52, Private, Some-college, Female,35, Adm-clerical, >50K
17, Private, 11th, Male,15, Handlers-cleaners, <=50K
35, Private, Some-college, Male,43, Sales, >50K
39, Private, Doctorate, Male,55, Prof-specialty, >50K
21, ?, Some-college, Female,10, ?, <=50K
24, Private, Some-college, Female,40, Adm-clerical, <=50K
45, Private, HS-grad, Male,84, Other-service, >50K
25, Private, HS-grad, Male,50, Craft-repair, <=50K
29, Federal-gov, Bachelors, Male,40, Prof-specialty, <=50K
56, Private, Bachelors, Male,44, Adm-clerical, >50K
34, Self-emp-not-inc, HS-grad, Male,40, Farming-fishing, <=50K
64, Local-gov, HS-grad, Male,40, Craft-repair, >50K
27, Private, HS-grad, Male,39, Adm-clerical, <=50K
47, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
36, Private, Bachelors, Male,42, Tech-support, >50K
44, Federal-gov, HS-grad, Male,40, Machine-op-inspct, <=50K
31, Private, HS-grad, Female,60, Farming-fishing, <=50K
23, Private, HS-grad, Female,35, Adm-clerical, <=50K
45, Local-gov, Some-college, Male,50, Prof-specialty, >50K
31, Local-gov, HS-grad, Male,64, Machine-op-inspct, <=50K
45, Private, 10th, Male,60, Craft-repair, <=50K
42, Private, HS-grad, Female,35, Adm-clerical, <=50K
33, Private, Assoc-acdm, Male,40, Prof-specialty, >50K
33, Local-gov, Masters, Female,40, Prof-specialty, <=50K
30, Self-emp-not-inc, Some-college, Female,20, Adm-clerical, >50K
25, Private, Some-college, Male,42, Machine-op-inspct, <=50K
33, Private, Masters, Female,32, Exec-managerial, <=50K
70, Self-emp-not-inc, Masters, Male,8, Exec-managerial, >50K
22, Private, 9th, Male,40, Transport-moving, <=50K
30, Private, Bachelors, Male,40, Sales, >50K
46, Private, Assoc-acdm, Male,50, Exec-managerial, >50K
43, Self-emp-not-inc, 12th, Male,60, Transport-moving, <=50K
37, Private, 7th-8th, Female,25, Machine-op-inspct, <=50K
59, Self-emp-inc, Some-college, Male,60, Exec-managerial, >50K
51, Self-emp-not-inc, HS-grad, Male,45, Farming-fishing, <=50K
47, Private, Bachelors, Male,65, Exec-managerial, <=50K
36, Private, Some-college, Male,60, Exec-managerial, <=50K
73, Local-gov, 5th-6th, Male,6, Prof-specialty, <=50K
32, Local-gov, Masters, Female,40, Prof-specialty, <=50K
34, Private, HS-grad, Male,50, Sales, <=50K
51, Local-gov, HS-grad, Male,40, Transport-moving, <=50K
20, Private, HS-grad, Female,45, Machine-op-inspct, <=50K
57, Private, Some-college, Male,40, Other-service, <=50K
19, Private, Some-college, Male,20, Other-service, <=50K
45, Private, 12th, Male,40, Sales, >50K
55, Private, 10th, Male,40, Craft-repair, <=50K
60, Private, Some-college, Male,40, Craft-repair, <=50K
19, Private, HS-grad, Male,40, Farming-fishing, <=50K
35, Private, HS-grad, Male,40, Tech-support, <=50K
20, Private, HS-grad, Female,30, Machine-op-inspct, <=50K
34, Local-gov, Bachelors, Male,15, Prof-specialty, <=50K
26, Private, Prof-school, Male,40, Prof-specialty, >50K
73, Federal-gov, Some-college, Female,40, Tech-support, <=50K
27, Private, Masters, Male,55, Prof-specialty, <=50K
37, Self-emp-not-inc, Assoc-voc, Male,84, Farming-fishing, <=50K
73, Self-emp-not-inc, HS-grad, Male,40, Sales, <=50K
46, Federal-gov, Assoc-voc, Male,40, Tech-support, >50K
36, Local-gov, HS-grad, Male,40, Adm-clerical, <=50K
54, Self-emp-not-inc, HS-grad, Male,60, Farming-fishing, >50K
49, Private, 11th, Male,50, Other-service, <=50K
68, Local-gov, HS-grad, Male,40, Farming-fishing, <=50K
34, Private, Bachelors, Male,50, Exec-managerial, <=50K
30, Private, Assoc-voc, Male,40, Prof-specialty, <=50K
28, Private, Bachelors, Male,50, Sales, <=50K
28, Private, 11th, Male,50, Exec-managerial, >50K
25, Local-gov, Some-college, Male,40, Other-service, <=50K
26, Private, Some-college, Male,40, Machine-op-inspct, <=50K
40, Private, Some-college, Male,55, Tech-support, >50K
32, Local-gov, HS-grad, Female,40, Adm-clerical, <=50K
60, ?, 11th, Female,20, ?, <=50K
18, Private, 12th, Female,30, Priv-house-serv, <=50K
36, Private, Bachelors, Male,40, Prof-specialty, <=50K
26, Private, Bachelors, Female,40, Prof-specialty, <=50K
24, Private, HS-grad, Female,45, Prof-specialty, <=50K
90, Local-gov, HS-grad, Male,40, Other-service, <=50K
20, Private, Some-college, Female,40, Adm-clerical, <=50K
27, Private, Bachelors, Male,50, Tech-support, <=50K
58, Local-gov, Bachelors, Female,50, Prof-specialty, <=50K
37, Private, Masters, Male,40, Exec-managerial, >50K
65, ?, HS-grad, Female,75, ?, <=50K
28, Private, HS-grad, Male,40, Exec-managerial, <=50K
36, Local-gov, Bachelors, Female,60, Prof-specialty, <=50K
45, Local-gov, HS-grad, Male,40, Craft-repair, >50K
23, Private, HS-grad, Male,48, Sales, <=50K
69, Local-gov, HS-grad, Male,35, Exec-managerial, <=50K
58, Self-emp-not-inc, HS-grad, Male,40, Exec-managerial, <=50K
22, Private, HS-grad, Male,20, Adm-clerical, <=50K
58, Self-emp-not-inc, Bachelors, Male,35, Farming-fishing, <=50K
53, Federal-gov, Some-college, Male,60, Protective-serv, >50K
44, Self-emp-inc, HS-grad, Male,60, Farming-fishing, <=50K
31, Private, 10th, Male,40, Other-service, <=50K
46, Private, Bachelors, Female,40, Machine-op-inspct, <=50K
48, Private, HS-grad, Male,40, Other-service, <=50K
46, Federal-gov, Some-college, Female,40, Adm-clerical, <=50K
43, Private, 9th, Female,40, Machine-op-inspct, <=50K
43, Private, Some-college, Female,40, Adm-clerical, <=50K
17, Self-emp-inc, 10th, Male,15, Sales, <=50K
20, Private, Some-college, Male,40, Sales, <=50K
22, Private, Some-college, Female,35, Prof-specialty, <=50K
19, ?, Some-college, Male,35, ?, <=50K
35, Private, Some-college, Female,40, Other-service, <=50K
29, Private, Bachelors, Male,40, Tech-support, <=50K
18, ?, Some-college, Female,40, ?, <=50K
25, Private, HS-grad, Male,35, Craft-repair, <=50K
54, Private, 10th, Male,40, Machine-op-inspct, <=50K
23, Private, Some-college, Female,16, Sales, <=50K
36, Private, 5th-6th, Female,35, Priv-house-serv, <=50K
26, Self-emp-not-inc, HS-grad, Male,50, Craft-repair, <=50K
25, Local-gov, HS-grad, Male,40, Other-service, <=50K
46, Private, 9th, Female,40, Other-service, <=50K
41, Private, Some-college, Female,50, Craft-repair, <=50K
31, Private, HS-grad, Male,40, Prof-specialty, <=50K
48, Federal-gov, Masters, Male,40, Prof-specialty, >50K
52, Self-emp-inc, Masters, Female,50, Exec-managerial, <=50K
22, Federal-gov, HS-grad, Male,43, Handlers-cleaners, <=50K
18, Private, HS-grad, Male,25, Craft-repair, <=50K
46, Private, Some-college, Female,40, Adm-clerical, <=50K
34, Local-gov, Some-college, Male,40, Protective-serv, <=50K
30, Federal-gov, HS-grad, Male,48, Armed-Forces, <=50K
31, Private, 11th, Male,40, Other-service, <=50K
21, Private, HS-grad, Male,40, Craft-repair, <=50K
41, Self-emp-not-inc, HS-grad, Male,45, Sales, <=50K
45, State-gov, Bachelors, Male,60, Exec-managerial, >50K
30, State-gov, Bachelors, Male,40, Adm-clerical, <=50K
21, Private, 9th, Male,35, Other-service, <=50K
44, Private, Some-college, Female,46, Sales, <=50K
54, Private, 11th, Female,50, Craft-repair, >50K
36, Private, HS-grad, Male,40, Craft-repair, >50K
50, Private, Bachelors, Male,50, Exec-managerial, >50K
26, Private, Bachelors, Female,35, Prof-specialty, <=50K
47, Local-gov, Prof-school, Male,35, Prof-specialty, <=50K
36, Private, HS-grad, Male,37, Other-service, <=50K
32, Self-emp-not-inc, Some-college, Male,60, Sales, <=50K
21, Private, 10th, Female,35, Other-service, <=50K
30, Private, HS-grad, Male,45, Sales, <=50K
34, Private, HS-grad, Female,40, Priv-house-serv, <=50K
51, Private, HS-grad, Male,45, Craft-repair, <=50K
55, Self-emp-not-inc, 10th, Male,50, Transport-moving, <=50K
43, Private, Some-college, Male,40, Adm-clerical, <=50K
37, Private, HS-grad, Male,30, Handlers-cleaners, <=50K
28, Local-gov, Some-college, Female,40, Exec-managerial, <=50K
39, Private, Some-college, Male,50, Prof-specialty, <=50K
35, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, <=50K
59, ?, Masters, Male,20, ?, <=50K
26, Private, HS-grad, Male,36, Craft-repair, <=50K
68, Private, HS-grad, Male,40, Adm-clerical, <=50K
46, Private, Prof-school, Male,40, Prof-specialty, >50K
21, Private, HS-grad, Male,37, Other-service, <=50K
23, Private, Some-college, Female,20, Sales, <=50K
17, Private, 10th, Female,30, Sales, <=50K
23, Local-gov, HS-grad, Female,40, Other-service, <=50K
34, Private, HS-grad, Male,15, Adm-clerical, <=50K
33, Private, Assoc-acdm, Female,40, Prof-specialty, <=50K
31, Private, Assoc-acdm, Male,45, Transport-moving, <=50K
31, ?, Bachelors, Female,30, ?, <=50K
56, Self-emp-not-inc, HS-grad, Male,40, Sales, <=50K
21, Private, HS-grad, Female,40, Adm-clerical, <=50K
45, Private, HS-grad, Female,40, Adm-clerical, <=50K
41, Self-emp-inc, Bachelors, Male,40, Exec-managerial, >50K
26, Private, 10th, Female,30, Handlers-cleaners, <=50K
41, Private, 11th, Female,40, Other-service, <=50K
46, Self-emp-inc, Masters, Male,55, Exec-managerial, >50K
47, State-gov, HS-grad, Female,40, Adm-clerical, <=50K
43, Self-emp-not-inc, Prof-school, Male,60, Prof-specialty, >50K
35, Private, HS-grad, Male,45, Sales, <=50K
44, Self-emp-not-inc, HS-grad, Male,50, Sales, <=50K
58, Self-emp-inc, Bachelors, Male,30, Exec-managerial, >50K
25, Private, Assoc-acdm, Female,25, Tech-support, <=50K
